id,judge_score
itwgpt4/10940,0.2
unified_chip2/126668,0.8
unified_chip2/164290,0.9
dolly_15k/brainstorming/1373,0.1
unified_chip2/13825,0.1
unified_chip2/50129,0.2
multi_news-63f4c2e72fd6baa9fb876bb07b7012f7a8f5c09a6675e55c,0.4
unified_chip2/112238,1.0
itwgpt4/14922,0.9
unified_chip2/35740,0.2
dolly_15k/general_qa/1210,0.7
unified_chip2/82293,0.95
itwgpt4/20613,0.7
unified_chip2/70656,0.9
itwgpt4/26530,0.2
unified_chip2/131789,0.7
itwgpt4/12207,0.2
multifieldqa_en-45e06726b160cfb851e2179017f90e37f4f4dec62f346e33,0.3
unified_chip2/1924,0.9
hotpotqa-a30caa5dafcc37835bfe4093f129017adf4c814e9016e10d,0.3
unified_chip2/3348,0.4
unified_chip2/98268,0.3
unified_chip2/146291,0.7
itwgpt4/35636,0.9
itwgpt4/15194,0.6
2wikimqa-57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,0.0
passage_retrieval_en-b7bd245a08785af387abe8c1ce418342f04f8070d99be036,0.1
unified_chip2/14401,0.9
unified_chip2/109580,0.3
multifieldqa_en-2d48bbc2bd6052c5e67824752a9296cbbc26351616cd6d7e,0.1
unified_chip2/48737,0.8
itwgpt4/27489,0.8
unified_chip2/109222,0.4
unified_chip2/21373,0.9
unified_chip2/41550,0.95
itwgpt4/1774,0.8
unified_chip2/54903,0.0
musique-05f1867336770bf201cf9a88de60e2b9bdd893efe98d9593,0.1
multifieldqa_en-4c9131da4fb2a9dbc8dadce39d20bdc302a092b5740c414a,0.1
unified_chip2/78506,0.7
itwgpt4/35222,0.3
unified_chip2/96800,0.3
unified_chip2/107378,0.3
unified_chip2/98799,0.2
dolly_15k/classification/1070,0.9
musique-220004b7b3836d023f1e416666c0d8d43ae75a77c1a8bdd0,0.0
unified_chip2/3786,0.7
multi_news-6ed6a5b5c77beb9660bff83ef79b79ff803e3382c7d5e2a3,0.4
samsum-e432581a05a516ea0c2240c6b0416c698765a013ec083ecf,0.3
gov_report-b21cef508a0fd9406275823c8b44fc80175adadf8c8ac88e,0.0
2wikimqa-60735709da9cbdd65bab0a11d1a0991ec842fe74d1ab583b,0.9
unified_chip2/55288,0.9
hotpotqa-a16ac581bde4459861c8681858b07f82363f66142beed4c2,0.2
unified_chip2/32048,0.3
unified_chip2/19258,0.9
passage_retrieval_en-1f7987b7c7a14eba9fe978296c1704af5c27aff2a0bf0ff0,0.1
unified_chip2/12659,0.9
unified_chip2/10672,0.8
sharegpt/FAmuANV_0,0.3
itwgpt4/28528,0.1
qmsum-3557f2e7ac4e81949735d91a8dee454b98f97def5c16d078,0.0
passage_retrieval_en-ae0aae9a66f6bbe58796720b3ad135dc4de3a0f63f51fc0c,0.0
hotpotqa-a1cce86489841f2514678029dbe95b7289b9d47f52f44939,0.9
multi_news-896ac529049c799018f04d0e8498d7a88ffb6d5ebfe334b9,0.3
triviaqa-9f08297041c2ec050e1dd51d1fe8af8289bd24c46443c26b,0.0
itwgpt4/13963,0.2
unified_chip2/102642,0.9
itwgpt4/4198,0.1
itwgpt4/6597,0.4
itwgpt4/51084,0.4
itwgpt4/38486,0.4
unified_chip2/91002,0.7
passage_retrieval_en-2a470259b0a4c8ac30c31b56e9838a204c16e4548403b45d,0.3
unified_chip2/86857,0.3
multi_news-32350309f0cb915ff04aed26ed124c6533fe32573b42dd4b,0.3
unified_chip2/70563,0.5
unified_chip2/55304,0.7
passage_retrieval_en-bd2790fd7a4656d97185686ff14ca518c8a3588b8eaba446,0.0
itwgpt4/50553,0.7
unified_chip2/89792,0.8
itwgpt4/27130,0.4
itwgpt4/46444,0.9
itwgpt4/9911,0.7
unified_chip2/129403,0.9
unified_chip2/157408,0.9
unified_chip2/31626,0.9
itwgpt4/38575,0.9
itwgpt4/10805,0.3
musique-de9c2fbc33bc6136a3a0598a7a1ad678882b4a8613f3900b,0.4
passage_count-dce037b41070d4bde52e7191d49f0e3982e2a959a36986bd,0.4
unified_chip2/15348,0.6
unified_chip2/69247,0.2
unified_chip2/119089,0.7
gov_report-38b8e4cacdb00469ee30fe44f4b285ce26e6d34d65883186,0.1
narrativeqa-ba3c942a713b66ab70a132aed673b0e9f46faf4727d59f6b,0.1
unified_chip2/78511,0.4
unified_chip2/156516,0.1
unified_chip2/71443,0.3
unified_chip2/110410,0.7
unified_chip2/124604,0.9
musique-163a438b614948528acdb5901ad522af7911b4e43c7a656a,0.3
qasper-18576b9ee9994a46dc0c7d916a009ff6d0964991541010ee,0.1
itwgpt4/43090,0.1
unified_chip2/88211,0.7
hotpotqa-7bb5645d62fc946b46910757e007f59e87f52bbf8535da58,0.1
unified_chip2/133896,1.0
2wikimqa-b126cad8f81aed3c5cc29c20c25b1adc7d1f33e1c4e264c3,0.9
gov_report-ddc72d28a1a4b317307130a46e60fb1d482edb9790b9e742,0.1
itwgpt4/30733,0.7
sharegpt/KGbTUxK_0,0.3
sharegpt/mjjobAH_0,0.6
itwgpt4/4021,1.0
qasper-ec83bdfec205fe7374404faa05fe5420a2a7922e251c573d,0.2
unified_chip2/94967,0.9
unified_chip2/27457,0.8
unified_chip2/64072,0.7
unified_chip2/132706,0.9
unified_chip2/108793,0.3
unified_chip2/156982,0.6
unified_chip2/143306,0.5
unified_chip2/155833,0.9
itwgpt4/28432,0.8
gov_report-526d812057ca29c7ad0e6b1e48a0fc3a63a2a4ecd914c4f8,0.1
2wikimqa-b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,0.1
itwgpt4/1053,0.8
musique-f6564f948dc28ef7be445d610eb42c1a6a6042d47e62e7a6,0.4
2wikimqa-0bcff697444354703dd1e8987a709b8ed2f44bf9d6b2d320,1.0
unified_chip2/112625,0.9
itwgpt4/35931,0.4
dolly_15k/open_qa/2375,0.7
unified_chip2/4887,0.9
unified_chip2/66123,0.4
itwgpt4/10225,0.1
unified_chip2/163628,0.7
dolly_15k/classification/1012,0.3
unified_chip2/35341,0.9
unified_chip2/88781,0.5
unified_chip2/83791,0.8
qasper-188fe9331293312465b4564e11ab36dfbcb37191e62a969c,0.4
itwgpt4/429,0.7
unified_chip2/68244,0.9
unified_chip2/45655,0.2
unified_chip2/83384,0.9
itwgpt4/41766,0.9
dolly_15k/classification/1030,0.3
unified_chip2/93783,0.9
itwgpt4/12909,0.4
unified_chip2/104758,0.95
hotpotqa-c9f8b2166f7c44bf2e0843b2c77fb9fa5738af275555ca73,0.3
unified_chip2/43443,0.9
unified_chip2/161779,0.9
itwgpt4/48624,0.7
dolly_15k/classification/505,0.4
hotpotqa-d9f5437fa85841cb12798def39a30721d3d2d140b4982854,0.3
unified_chip2/75058,0.1
unified_chip2/28217,0.4
multi_news-9e0865c920d77e5a813ed7f10720ed9fa759768e28493f1f,0.1
unified_chip2/163835,0.4
trec-8a77b0de4617b701c0807158f2173d7025cdc5d019e22232,0.0
unified_chip2/100591,0.4
passage_retrieval_en-c977dd171d2f79ac6ebb9d8a7c6bc58757abc25ac9cb795b,0.0
qasper-03ac54754b9162f6632212ca481920db17fc953e73af3a1f,0.2
itwgpt4/21292,0.9
unified_chip2/30506,0.9
itwgpt4/35680,0.3
unified_chip2/86041,0.9
unified_chip2/158770,0.7
unified_chip2/68297,0.4
itwgpt4/39297,0.4
unified_chip2/69558,0.4
qmsum-e5d75b66f46b2d62c17bceceb4d514393cf1f2b9b89fa3c1,
unified_chip2/143251,0.9
samsum-52ce9685968c0197a7057ffd36cd43b8a6c5f93c0f4eb082,0.4
unified_chip2/2783,0.5
itwgpt4/48228,0.9
unified_chip2/25125,0.7
trec-fe48b8be1c5cc6e474c04f8b96b1f2a37095e7245594b2ad,0.0
unified_chip2/164933,0.9
unified_chip2/85410,0.4
dolly_15k/summarization/106,0.6
itwgpt4/41752,0.7
itwgpt4/28925,0.7
itwgpt4/28654,0.4
unified_chip2/98625,0.3
2wikimqa-efea9c05de081efb7ef76741d3f24da2e993d54d99677b72,0.3
triviaqa-de16d8ec00e036f69b0977973b17e0b4621cb7c3f8919892,1.0
unified_chip2/71339,0.6
unified_chip2/25083,0.2
unified_chip2/9256,0.9
unified_chip2/78510,0.7
unified_chip2/113758,0.7
unified_chip2/11064,0.4
unified_chip2/118718,0.9
itwgpt4/27502,0.3
itwgpt4/38762,0.7
unified_chip2/40930,0.9
triviaqa-78decc37f1391f260593b8411bd721fc5b2c85650375f342,0.4
itwgpt4/10481,0.3
unified_chip2/7343,0.9
unified_chip2/43714,0.9
itwgpt4/36712,0.9
unified_chip2/40982,0.8
passage_retrieval_en-3b6308f949fa02f78ce9a71ec3a29038fda64d98d11ea50c,0.3
gov_report-ad1e97265c4148aa84685bcfffe30b9009fb9f1788a0b7ff,0.1
itwgpt4/38869,0.9
unified_chip2/81261,0.9
sharegpt/znsv8O2_0,0.2
dolly_15k/general_qa/1131,0.8
unified_chip2/69461,0.9
unified_chip2/47573,0.6
unified_chip2/148620,0.9
qasper-b96a5e2e8d4b32aff5401e97c66942bf33f6c3c62a43609d,0.2
unified_chip2/127451,0.4
triviaqa-fb56d8983b841c1ea86292021609db4d422f0616a17159dd,0.9
unified_chip2/120618,0.9
2wikimqa-88e4806d6c6553000e3c1ff8be5c90f5309342954ce4acae,0.9
sharegpt/O6k2qOt_0,0.7
itwgpt4/14540,0.9
unified_chip2/95687,0.6
unified_chip2/150396,0.9
unified_chip2/23535,0.4
musique-8267f95a2928cb63203d20da0079d98138d4f58281fc4e9e,0.1
unified_chip2/146553,0.9
dolly_15k/open_qa/2249,0.4
unified_chip2/73136,0.6
qasper-d1d93cefe6e2c643ecf128643f9362e3fa137ff54253a3ec,0.9
unified_chip2/28815,0.5
unified_chip2/45305,0.9
unified_chip2/106752,0.9
unified_chip2/19344,0.2
itwgpt4/32766,0.9
itwgpt4/39877,0.8
unified_chip2/153430,0.8
unified_chip2/137010,0.4
gov_report-9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,0.0
passage_retrieval_en-690c4fcd905bedb060a4fc907c6919c2df35561eb9127a76,0.2
multi_news-33e27e6e0cb58aa828cba57977ac39767855f3dfe1addfb2,0.4
itwgpt4/22874,0.4
unified_chip2/36148,0.9
unified_chip2/2798,0.9
narrativeqa-6400c535cd592c9e7e30d15803baa5c7f98e2c06e7ea1da6,0.0
unified_chip2/77463,0.1
unified_chip2/134482,0.9
itwgpt4/21818,0.2
trec-4a198f563d6897cf45a1acd7af747ea3ac8e73698d1a94e7,0.0
unified_chip2/145717,0.8
dolly_15k/closed_qa/827,0.1
samsum-a7f5fb962522dd21d40ce283ce364b01f72d5129a90c6ca9,0.3
unified_chip2/154720,0.3
multi_news-6b8491517bafcca99ef3f76092c43d19d5d36405219ef6f4,0.0
unified_chip2/143976,0.9
samsum-4d088d03f6793851554a7cc0da295d3039bb246c521eaa39,0.0
unified_chip2/73980,0.7
samsum-9fa8ff90564676845ee9b2c0cdb49efb769b25d235a1e331,0.3
unified_chip2/138332,0.9
unified_chip2/44822,0.9
multifieldqa_en-cd0ecda68ad8031330b971fbfdd3794916e815109f004d3b,0.1
sharegpt/k2mipdZ_0,0.4
unified_chip2/22143,0.3
unified_chip2/5864,0.4
unified_chip2/33695,0.9
dolly_15k/classification/1383,0.3
itwgpt4/30816,0.3
unified_chip2/14829,0.6
unified_chip2/135868,0.4
unified_chip2/144310,0.0
dolly_15k/classification/332,0.3
unified_chip2/106279,0.9
unified_chip2/80243,0.8
unified_chip2/46831,1.0
unified_chip2/102454,0.3
trec-f13ac67f320e6a4fe60dddf077d7d1c4090fa69ffe0e1664,0.0
unified_chip2/7059,0.9
passage_retrieval_en-62f44dae51918c20136d2cfa5469d680f04216926da0ff93,0.1
unified_chip2/70873,0.8
musique-936ced65be306aaccf844e11a0e0ef544d44a2a7edec8f14,0.3
unified_chip2/46762,0.8
unified_chip2/44077,0.9
unified_chip2/126339,0.6
unified_chip2/139723,0.9
unified_chip2/44635,0.7
unified_chip2/9542,0.7
unified_chip2/81423,0.3
samsum-4a8f9c776ba291feb3248d8e21a9c5a4992b669d1e687be3,0.1
itwgpt4/28164,0.3
sharegpt/KmXVNjl_0,0.1
dolly_15k/open_qa/158,0.7
unified_chip2/8090,0.9
unified_chip2/30933,0.9
unified_chip2/67057,0.9
unified_chip2/38852,0.7
gov_report-f5f68ded1b0f845b033d85fd29a0180cc1d1a25fd2b57916,0.1
unified_chip2/126379,0.95
2wikimqa-44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,0.3
itwgpt4/33659,0.4
unified_chip2/128708,0.7
multi_news-8f512ff62ab4a69b196b31f8fe334c4a31765f3ac13c5841,0.4
unified_chip2/109310,0.9
unified_chip2/50351,0.4
unified_chip2/79206,0.9
samsum-f4bae88b1e8eb632d4912388a104e720eda71268b1ea8ffe,0.9
triviaqa-92b45bf926e483ae707fc9f4601500fe045a2e63f691709a,1.0
unified_chip2/91903,0.95
unified_chip2/84241,0.7
unified_chip2/128614,0.8
itwgpt4/22406,0.1
unified_chip2/92413,0.6
unified_chip2/162572,0.6
unified_chip2/16662,0.95
dolly_15k/open_qa/454,0.7
passage_retrieval_en-392e4623363cb01f1a428a492ce05f275522df46f203bd5d,0.1
itwgpt4/48946,0.4
unified_chip2/148326,0.4
dolly_15k/open_qa/925,0.7
unified_chip2/142817,0.3
itwgpt4/20086,0.7
triviaqa-55a799feee5e5bbe02baf8edcbe4fe4ede28f32968b7bdba,1.0
unified_chip2/40582,0.6
itwgpt4/2991,0.0
itwgpt4/39027,0.2
itwgpt4/14093,0.9
samsum-91280882f45eb2edb0c7855505ba20ad3f921aab968a5e02,0.4
multi_news-ddd936726b335c65aab2f8e9f5d21544308066848daa424c,0.7
unified_chip2/140354,0.95
unified_chip2/134507,0.7
unified_chip2/142987,0.7
unified_chip2/52507,0.3
hotpotqa-5fc84dadeb648a27c3aaa64698a5bec5d2ef23eb32e22e44,0.7
qmsum-44c1e3d51ee56bb2e0496c09966a0d75766e517d44b59672,
trec-37fc91e0069dfc5177c65cf2937227f33bffeb756d408325,0.1
unified_chip2/4289,0.7
unified_chip2/71741,0.9
passage_count-3180cae59fcd1efb0b792fe34af1e96770e0013807d50026,0.3
unified_chip2/69957,0.6
unified_chip2/130550,0.1
unified_chip2/86455,0.95
narrativeqa-5c19d56ccc3fd2563e9d5ff9a5683a6ed8ee9ff506797a01,0.0
itwgpt4/6422,0.3
passage_count-4d1e672b7a8063288ab55afeec69bd6426033a90b81a5df3,0.2
unified_chip2/163410,0.3
unified_chip2/45895,0.9
unified_chip2/42791,0.8
2wikimqa-c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,0.1
unified_chip2/77349,0.7
unified_chip2/127287,0.4
musique-19e28bddd1e5817780ebfba2ff23817578fb6e01289caa3a,0.2
unified_chip2/41163,0.4
samsum-9680349a96fc7e561ea885a2f9bcc92f4e1d681f6f44b19f,0.3
2wikimqa-4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,0.0
unified_chip2/65941,0.9
unified_chip2/107685,0.7
samsum-c5bfa03464d2c2b15aae0ce2028366bc2ba856e115dafe6d,0.4
musique-338a13d60af61b3eeb099758086e6b1522a9adcd8f6cb207,0.3
unified_chip2/46936,0.8
passage_count-701da329f6178015a4915347d3c7fffeac15427227852cc4,0.0
itwgpt4/32796,0.4
unified_chip2/134334,0.8
dolly_15k/open_qa/3278,0.3
unified_chip2/162864,0.95
unified_chip2/105318,0.4
narrativeqa-ea7825ba7cc9beff14746f8a82ec525b3b9d536b467cdaba,0.0
qasper-07484380079dcec47eb573ab62eaff39a1a44b32006ec74e,0.2
unified_chip2/156490,0.8
itwgpt4/23605,0.9
unified_chip2/22853,0.9
triviaqa-e682ff961391ee6f1aaffb669de3f61c0bb25eba6a242bd2,0.1
unified_chip2/17457,0.4
gov_report-a4a543df9ee25924cdf5f2f108147d2d11682f7611d612e2,0.4
passage_retrieval_en-e0633918838e1e5495887518892e4bfe0bbbe12c5d5d1a40,0.0
unified_chip2/28147,0.2
triviaqa-31c961b9dcbc7561711ee48802fb42a2f58cb485134c7d03,0.9
gov_report-0371cc1b07fbeda7a45b02063ca36c1d740834ac14eb2b5f,0.6
sharegpt/cc5oWds_0,0.4
unified_chip2/91820,0.9
unified_chip2/23816,0.9
trec-c3ad7a6f2da7f11e98894dc996a92d822a6b75acea83aba4,0.0
unified_chip2/145900,0.9
unified_chip2/119631,0.4
unified_chip2/157469,0.9
unified_chip2/127341,0.8
unified_chip2/4839,0.8
itwgpt4/18269,0.2
dolly_15k/open_qa/1655,0.7
qmsum-6ef9b5b50b66b2670abbb3753bfe1a4ebe0d40aacb54f281,
itwgpt4/23599,0.4
unified_chip2/33099,0.9
dolly_15k/general_qa/930,0.4
unified_chip2/71619,0.9
hotpotqa-4b753aee2d76b79f12f1b8708dd61bde51405af6fe602520,0.9
unified_chip2/4065,0.9
hotpotqa-7d3bc2e36b406094cb586b4eeb07f13a7f1ac9dfbdce7d1f,1.0
unified_chip2/141849,0.7
multifieldqa_en-c29e95ab6195406aceecf3874186150cb1b8b26db5bcd0e4,0.0
sharegpt/iTrNGx4_0,0.4
narrativeqa-077293776804b7d32e78db5ef172d5c960716006e8b446da,0.0
itwgpt4/26089,0.3
unified_chip2/146874,0.4
itwgpt4/21040,0.9
unified_chip2/142815,0.5
qasper-7fb2af0c4759875dc623bdfa5024e13f06a9288f1930470a,0.4
unified_chip2/56230,0.6
unified_chip2/79586,0.9
unified_chip2/48608,0.3
unified_chip2/158422,0.3
itwgpt4/31427,0.8
unified_chip2/119080,0.9
dolly_15k/classification/775,0.7
itwgpt4/35625,0.4
hotpotqa-5e3362de0244d2b96c83958c4d3229151999292c369b0197,0.7
unified_chip2/120077,0.6
unified_chip2/13675,0.9
unified_chip2/132961,0.9
unified_chip2/98538,0.4
itwgpt4/49113,0.3
itwgpt4/41549,0.9
unified_chip2/111638,0.8
unified_chip2/10726,0.95
itwgpt4/2461,0.7
unified_chip2/104173,0.4
multi_news-46101830d9c9f6601eb5059912d3f5ef280380fe5fa8b7ed,0.0
hotpotqa-3acb0cc0a04a3f71078ee120e1b7ca4f089548b7cc8a8056,0.0
gov_report-f0b6de4760fccf02dae411eb40e6d3e59e2559e9aa709f43,0.2
gov_report-16ff170b05fee2ae75fd88537151adb7172c5aee0b809511,0.1
passage_count-7718d2b7aa8414bded5873fc0267c228d37ff988b4203188,0.1
unified_chip2/119504,0.9
unified_chip2/133851,0.4
passage_retrieval_en-6a3df141172932561648bd50ffd50c01bfb5ef28d3a15925,0.0
unified_chip2/160243,0.7
itwgpt4/51124,0.9
unified_chip2/44258,0.2
unified_chip2/134404,0.3
trec-3b20c1d16810a4a74fbb7c8940110cc55564b79e78b1f370,0.0
samsum-a501f8735e8dbf40347a3f2674cb5de0b7ffb2e807397966,0.0
unified_chip2/81154,0.8
unified_chip2/90442,0.7
multi_news-60497232ea0ef410f9e2c27ee4db176ced431826a77a7a78,0.1
unified_chip2/106793,0.7
passage_count-10d31f39911cb471bdd485cd097c2dc8a8d3ed55fe39ad38,0.2
sharegpt/bMgYAQY_0,0.2
gov_report-3aefe57b8fc0900533ff595b34971a18d6ca08c54c54b433,0.1
unified_chip2/35687,0.4
unified_chip2/13422,0.3
itwgpt4/12428,0.9
musique-aa614fdaaaefd5d4baa2796deb3b5f0067e79500b88427e5,0.0
itwgpt4/880,0.4
itwgpt4/468,0.8
itwgpt4/23060,0.3
unified_chip2/133082,0.7
dolly_15k/classification/1741,0.7
qmsum-628c3567292cb09e980d4d2e3042ebfcc44f369a2a16d2fd,
multi_news-6602db3a57e65ab95169ca598234a737599fcfa102af4a3d,0.1
unified_chip2/141701,0.3
unified_chip2/132581,0.7
unified_chip2/163177,0.9
samsum-55a2550c5994d0dc89295210d4ecea34554c34e53b633977,0.3
unified_chip2/8818,0.4
unified_chip2/87879,0.6
unified_chip2/157510,0.9
unified_chip2/145401,0.7
unified_chip2/65912,0.9
unified_chip2/66928,0.6
unified_chip2/96635,0.8
unified_chip2/144463,0.4
unified_chip2/97634,0.6
unified_chip2/153999,0.9
unified_chip2/106345,0.7
unified_chip2/57122,0.7
itwgpt4/18464,0.7
unified_chip2/70137,0.1
itwgpt4/31639,0.4
unified_chip2/145990,0.3
dolly_15k/general_qa/1021,0.7
unified_chip2/135284,0.95
passage_retrieval_en-c07d0c65aeef23c14a6857871339563a4347d0d95b8954bb,0.0
unified_chip2/86919,0.9
unified_chip2/144530,0.95
unified_chip2/30720,0.5
itwgpt4/6609,0.4
unified_chip2/141301,0.9
unified_chip2/65032,0.9
unified_chip2/93340,0.9
itwgpt4/24009,0.3
triviaqa-57fab83585b130bf0bdd910d400dbe9e8194ed6e140e7517,1.0
unified_chip2/13196,0.4
multifieldqa_en-a9f124fabc341d61e359af8e8badf79dd63a97896c28842e,0.0
passage_count-789afad1da4007fca4c3ddcaca8f93728d3948da4833d33e,0.0
unified_chip2/100361,0.9
itwgpt4/30027,0.2
triviaqa-313e7e66b5aebbc45e72623c7b4686a4b38b7527bb4464e4,0.9
triviaqa-891f0cad2cbfb5acc44b9c833ae07610e9d124b58d1cbcf8,0.1
qmsum-ec3bcae409bead06e4584f6ab877ab0d19d64f92c2ebd195,
sharegpt/DlwUI1V_0,
unified_chip2/37125,0.3
multifieldqa_en-6065487485ac8c59b14aeb4bfb6c0cc1c26203d0ab1d3b1b,0.0
dolly_15k/summarization/1242,0.1
unified_chip2/147003,0.9
musique-a8db3b0b50151b8616d23b55f0f359f2ef9ba8fff740c3f2,0.1
unified_chip2/73097,0.7
unified_chip2/121537,0.9
trec-69091626855bf63b2b103f3af3a47a624ccdb47285a921ca,0.0
unified_chip2/53153,0.5
hotpotqa-e9348ea3d217789522ba17d5dd2c69c01bacc9d677c614a4,0.1
qasper-04174ea6c9849bfa946452cdbc20fc0c4ff9d27596099dcc,0.1
unified_chip2/127391,0.95
itwgpt4/33227,0.1
itwgpt4/30515,0.3
dolly_15k/general_qa/1839,0.95
unified_chip2/41834,0.9
dolly_15k/brainstorming/609,0.4
unified_chip2/88529,0.7
unified_chip2/9053,0.4
gov_report-494cc4ce8a3c65fd0c1284427d08e9305acb10313708e4e9,0.1
unified_chip2/388,0.5
dolly_15k/general_qa/1395,0.9
dolly_15k/summarization/645,0.1
multi_news-2b546dd84546fb7869ae365a555d0515d8b196f879670813,0.0
unified_chip2/109549,0.2
dolly_15k/classification/2117,0.0
unified_chip2/50882,0.9
itwgpt4/38245,0.3
unified_chip2/35779,0.3
2wikimqa-8dedfb4f00b873379cb4457d81113516b8db6c4017a1c912,0.1
unified_chip2/141946,0.9
unified_chip2/94978,0.8
itwgpt4/30912,0.9
unified_chip2/52194,0.4
hotpotqa-e9b828ee7169d1978f3bcb6de5bbb0f54f9ee3bfc0ffdb8b,0.0
unified_chip2/53442,0.2
qmsum-a1a2237c1562561d950bc8e245f0a9612fbb452532c318a1,0.1
unified_chip2/41172,0.9
unified_chip2/107228,0.2
unified_chip2/52278,0.8
narrativeqa-0431126a12d83a266d88603f505ac4f1014bcb3d8cc02c10,0.0
unified_chip2/151076,1.0
itwgpt4/9420,0.9
dolly_15k/closed_qa/1744,0.2
passage_retrieval_en-cebc4e96310c20c62b96dbbb100fef95b59f5f2540d3fc99,0.1
dolly_15k/general_qa/1535,0.6
sharegpt/lu0ehOD_0,0.8
unified_chip2/66995,0.9
itwgpt4/23134,0.8
gov_report-782123f3af90344e3508996b17d47cf959a4521d6b1886de,0.1
unified_chip2/146788,0.9
itwgpt4/7028,0.7
unified_chip2/80937,0.9
itwgpt4/51283,0.1
unified_chip2/76171,0.95
unified_chip2/77399,0.9
2wikimqa-0c35123885c26fc474a7cd8e7c03fe75bfff4fc15845d3b9,0.0
unified_chip2/86074,0.3
itwgpt4/50459,0.4
itwgpt4/11957,0.4
qasper-c2df5ec4b6b7dd1c56e05d6b3c0e244d0c44d68f117caf0e,0.2
unified_chip2/44798,0.7
2wikimqa-cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,0.3
triviaqa-85e65b2154e8641ba882fde1e399ca0354ca5bdda827216c,0.9
unified_chip2/30680,0.4
unified_chip2/85388,0.4
samsum-f3f8c2e67980c65391702630b0e9e80ab725a73794f757e5,0.2
unified_chip2/104892,0.8
unified_chip2/86959,0.3
dolly_15k/classification/542,0.2
itwgpt4/47534,0.1
unified_chip2/54899,0.4
unified_chip2/54067,0.9
passage_count-1deccba67691ecd5074fc4540cc2adfdf1baeb27a69fc3da,0.0
itwgpt4/32320,0.3
qasper-bee3efb92996570d990ab04bfdf054835ef720b9dd1c6f5a,0.9
unified_chip2/32641,0.9
musique-ebd4b995b91cadca20e7b463a7eeb03130f2aa06a4ac30a8,0.1
samsum-d841a74bb52922aa506002d3e63706ad39cd74a59dfedabe,0.1
unified_chip2/131164,0.4
trec-40889e3cd2e32438572f29c578c29cdecb3b112ccf9952f6,0.0
triviaqa-1e27ca95eda7f56134419848ef414885bc605154326981dd,0.3
unified_chip2/10644,0.4
unified_chip2/76585,0.9
unified_chip2/78325,1.0
unified_chip2/106102,0.4
unified_chip2/131754,0.7
qasper-8861331a4438449d0fd62132eff72f24413fab1daf990780,0.4
unified_chip2/83966,0.9
itwgpt4/30772,0.4
unified_chip2/71233,0.8
dolly_15k/brainstorming/377,0.9
unified_chip2/4999,0.8
multi_news-0cd7b0bfc70d78aa6805925975d9fb26b281c482ff482b7c,0.0
unified_chip2/35230,1.0
samsum-5da5f97a6782e2f4559618a1ac96a0eaa98ff99ae2f5b189,0.1
unified_chip2/23034,0.9
unified_chip2/511,0.9
itwgpt4/5835,0.1
unified_chip2/54108,0.6
dolly_15k/classification/598,0.3
itwgpt4/46296,0.9
dolly_15k/information_extraction/876,0.4
unified_chip2/95674,0.7
itwgpt4/7627,0.1
qmsum-2cd681b2816d7918b9233e089eac9cd6dd977df9789ba125,0.3
qmsum-563ce48625a707202a34068e87ea4cea511b23c80962756a,0.0
multifieldqa_en-c4f2dfb06f56a185067d2f147c4d846aa0b895f1968eda12,0.0
unified_chip2/9273,0.7
dolly_15k/brainstorming/1117,0.7
trec-e55a65ad534b2649ceccf41cdcba863db7774efbd1408eed,0.0
itwgpt4/29401,0.3
unified_chip2/110044,0.95
musique-1c5e70656ffbd6ba33bd853ce406b5efd495e16a3610ed9f,0.0
trec-745bf59e117d09eb87760787ba1a77c6d9525d100af11a97,0.1
unified_chip2/45280,0.4
multi_news-fe7c116236300ecf37b16456cbd8ca3a9d25711bbf552e0d,0.3
unified_chip2/16415,0.3
unified_chip2/14819,0.4
narrativeqa-034d2735a442e6790227916fa064860a57daf365d3d30f2c,0.0
itwgpt4/21109,0.9
unified_chip2/6777,0.5
unified_chip2/38400,0.7
unified_chip2/80147,0.8
itwgpt4/9974,0.9
unified_chip2/8922,0.7
unified_chip2/126350,0.9
multifieldqa_en-e84f6371f23c95f766248ac4e52b781f325f52f09c6eb9ae,0.0
unified_chip2/158542,0.5
unified_chip2/50699,0.95
unified_chip2/130862,0.7
unified_chip2/53345,0.7
gov_report-83194d3e3da7860a5887ebb02d707d755797744545a1bb31,0.2
qmsum-10c03d597a3478f601be3286b2671d5f1c27f944488b74be,0.0
unified_chip2/116011,0.7
unified_chip2/50660,0.9
gov_report-4bdece48fd21b6df53b6716155d6466eb3573a4390e175d2,0.1
unified_chip2/111052,0.4
hotpotqa-a3859ad1c8ffbce9bb2952f83cb463cc7051072c38eb8d70,0.1
itwgpt4/35401,0.9
unified_chip2/4041,0.4
unified_chip2/6275,1.0
unified_chip2/30517,0.7
samsum-12ed449be6a18cd41754ffc6fa39ef8d5455e514836b789e,0.4
musique-7d7eb390be7dc75ca61b5eda6a9d9b36372273d1bd42646a,0.1
unified_chip2/19901,0.6
unified_chip2/79142,0.4
unified_chip2/112696,0.8
